时间(s),电容(F),品质因素(Q)
46.9631,2.40294e-11,138.366
47.0431,2.19526e-11,102.789
47.1231,2.18236e-11,127.479
47.2031,2.54764e-11,125.935
47.2832,2.34699e-11,147.68
47.3632,2.17211e-11,111.942
47.4432,2.49864e-11,146.717
47.5232,2.48094e-11,126.843
47.6032,2.18346e-11,107.202
47.6832,2.41375e-11,106.103
47.7632,2.54302e-11,119.001
47.8432,2.19029e-11,136.372
47.9232,2.23142e-11,116.186
48.0032,2.52269e-11,119.754
48.0832,2.26194e-11,125.882
48.1632,2.17198e-11,106.517
48.2432,2.49868e-11,122.113
48.3232,2.41298e-11,166.616
48.4032,2.17297e-11,127.107
48.4832,2.48416e-11,133.832
48.5632,2.47116e-11,170.299
48.6432,2.18468e-11,104.355
48.7232,2.21435e-11,121.708
48.8033,2.48192e-11,109.916
48.8833,2.19752e-11,129.333
48.9633,2.17669e-11,120.088
49.0433,2.50941e-11,107.325
49.1233,2.37192e-11,106.705
49.2033,2.17434e-11,137.252
49.2833,2.5099e-11,123.616
49.3633,2.50856e-11,133.131
49.4433,2.1814e-11,109.704
49.5233,2.4681e-11,100.057
49.6033,2.41047e-11,151.769
49.6833,2.19282e-11,122.333
49.7633,2.18005e-11,116.738
49.8433,2.52984e-11,182.674
49.9233,2.36643e-11,124.495
50.0033,2.17086e-11,113.163
50.0833,2.51538e-11,119.61
50.1633,2.42038e-11,122.688
50.2433,2.17681e-11,104.803
50.3234,2.4334e-11,112.628
50.4034,2.52461e-11,106.744
50.4834,2.19233e-11,110.071
50.5634,2.17568e-11,106.463
50.6434,2.55353e-11,157.802
50.7234,2.32649e-11,128.272
50.8034,2.17719e-11,134.861
50.8834,2.50931e-11,112.83
50.9634,2.46829e-11,148.234
51.0434,2.17921e-11,108.624
51.1234,2.49827e-11,116.419
51.2034,2.48868e-11,145.869
51.2834,2.18815e-11,137.24
51.3634,2.20787e-11,118.666
51.4434,2.41697e-11,129.02
51.5234,2.20228e-11,123.113
51.6034,2.17257e-11,126.094
51.6834,2.51769e-11,153.697
51.7635,2.37697e-11,115.88
51.8435,2.17976e-11,120.555
51.9235,2.45169e-11,123.358
52.0035,2.46646e-11,129.15
